normalized_term,source_count,source_secid,source_name,term,definition,source_anchor
dmz,5,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,DMZ,(D) See: demilitarized zone.,rfc4949-section-4-dmz
dmz,5,secid:reference/gov.uk/ncsc-glossary,NCSC UK Glossary,dmz,"Demilitarised zone. A controlled segment of an organisation's private network (which typically separates it from the internet), used to host their publicly accessible services such as websites.",https://www.ncsc.gov.uk/section/advice-guidance/glossary
dmz,5,secid:reference/incibe.es/glosario-terminos-ciberseguridad,INCIBE Glosario de terminos de ciberseguridad,DMZ,"Acrónimo en inglés de Demilitarized Zone; en español, zona desmilitarizada. Consiste en una red aislada que se encuentra dentro de la red interna de la organización. En ella se encuentran ubicados exclusivamente todos los recursos de la empresa que deben ser accesibles desde Internet, como el servidor web o de correo. Por lo general, una DMZ permite las conexiones procedentes tanto de Internet como de la red local de la empresa, donde están los equipos de los trabajadores, pero las conexiones que van desde la DMZ a la red local no están permitidas. Esto se debe a que los servidores que son accesibles desde Internet son más susceptibles a sufrir un ataque que pueda comprometer su seguridad.",https://www.incibe.es/sites/default/files/contenidos/guias/doc/guia_glosario_ciberseguridad_2021.pdf#section-2.4.16
dmz,5,secid:reference/cyber.gc.ca/glossary,Canadian Centre for Cyber Security Glossary,DMZ,See demilitarized zone .,https://www.cyber.gc.ca/en/glossary#dmz
dmz,5,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,DMZ,A perimeter network or screened subnet separating an internal network that is more trusted from an external network that is less trusted.,https://csrc.nist.gov/glossary/term/dmz
dmz,5,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,DMZ,A network created by connecting two firewalls. Systems that are externally accessible but need some protections are usually located on DMZ networks.,https://csrc.nist.gov/glossary/term/dmz
domain,5,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,domain,"1a. (I) /general security/ An environment or context that (a)
includes a set of system resources and a set of system entities
that have the right to access the resources and (b) usually is
defined by a security policy, security model, or security
architecture. (See: CA domain, domain of interpretation, security
perimeter. Compare: COI, enclave.)

Tutorial: A ""controlled interface"" or ""guard"" is required to
transfer information between network domains that operate under
different security policies.

1b. (O) /security policy/ A set of users, their information
objects, and a common security policy. [DoD6, SP33]

1c. (O) /security policy/ A system or collection of systems that
(a) belongs to a community of interest that implements a
consistent security policy and (b) is administered by a single
authority.

2. (O) /COMPUSEC/ An operating state or mode of a set of computer
hardware.

Tutorial: Most computers have at least two hardware operating
modes [Gass]:
-  ""Privileged"" mode: a.k.a. ""executive"", ""master"", ""system"",
   ""kernel"", or ""supervisor"" mode. In this mode, software can
   execute all machine instructions and access all storage
   locations.
-  ""Unprivileged"" mode: a.k.a. ""user"", ""application"", or ""problem""
   mode. In this mode, software is restricted to a subset of the
   instructions and a subset of the storage locations.

3. (O) ""A distinct scope within which certain common
characteristics are exhibited and common rules are observed.""
[CORBA]

4. (O) /MISSI/ The domain of a MISSI CA is the set of MISSI users
whose certificates are signed by the CA.

5. (I) /Internet/ That part of the tree-structured name space of
the DNS that is at or below the name that specifies the domain. A
domain is a subdomain of another domain if it is contained within
that domain. For example, D.C.B.A is a subdomain of C.B.A

6. (O) /OSI/ An administrative partition of a complex distributed
OSI system.",rfc4949-section-4-domain
domain,5,secid:reference/gov.uk/ncsc-glossary,NCSC UK Glossary,domain,"A set of network addresses on the internet, managed by an organisation or person.",https://www.ncsc.gov.uk/section/advice-guidance/glossary
domain,5,secid:reference/amazon.com/aws-glossary,AWS Glossary Reference,domain,"OpenSearch Service : The hardware, software, and data exposed by Amazon OpenSearch Service (OpenSearch Service) endpoints. An OpenSearch Service domain is a service wrapper around an OpenSearch cluster. An OpenSearch Service domain encapsulates the engine instances that process OpenSearch Service requests, the indexed data that you want to search, snapshots of the domain, access policies, and metadata. See also cluster . See also Elasticsearch .",https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#domain
domain,5,secid:reference/ny.gov/its-glossary,NY State ITS Glossary,Domain,"A region of jurisdiction on the World Wide Web (Internet) for naming assignment. The General Services Administration is responsible for registrations in the dot-gov domain, and has delegated this authority to the CIO for all State Entities.",https://its.ny.gov/glossary#domain
domain,5,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,domain,"A set of elements, data, resources, and functions that share a commonality in combinations of (1) roles supported, (2) rules governing their use, and (3) protection needs.",https://csrc.nist.gov/glossary/term/domain
domain,5,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,domain,Set of assets and resources subject to a common security policy.,https://csrc.nist.gov/glossary/term/domain
domain,5,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,domain,A domain that implements a security policy and is administered by a single authority.,https://csrc.nist.gov/glossary/term/domain
domain,5,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,domain,"An environment or context that includes a set of system resources and a set of system entities that have the right to access the resources as defined by a common security policy, security model, or security architecture. See Security Domain.",https://csrc.nist.gov/glossary/term/domain
