term,definition,sources,source_anchor
Enterprise Operator,"The individual or organization responsible for the set of processes to deploy and manage IT services. They ensure the smooth functioning of the infrastructure and operational environments that support application deployment to internal and external customers, including the network infrastructure, server and device management, computer operations, IT infrastructure library (ITIL) management, and help desk services.",Wikipedia. Information technology operations. Retrieved from https://en.wikipedia.org/wiki/Information_ technology_operations,https://cloudsecurityalliance.org/cloud-security-glossary#enterprise-operator
Enterprise Service Bus (ESB),"An Enterprise Service Bus (ESB) is a type of software platform known as middleware, which works behind the scenes to aid application-to-application communication. Think of an ESB as a “bus” that picks up information from one system and delivers it to another. An ESB provides a secure, scalable and cost-effective infrastructure that enables real-time data exchange among many systems. Data from one system, known as a service provider, can be put on the enterprise service bus as a message, which is sent immediately to a service consumer of the data. If a new system wants to consume this same data, all it has to do is plug into the bus in the same manner.",https://it.ucla.edu/news/what-esb,https://cloudsecurityalliance.org/cloud-security-glossary#enterprise-service-bus-esb
Enterprise Service Platform,"This container holds the various types of presentation modalities oriented to enterprise users in the workplace, or towards customers and partners of an enterprise.",Enterprise Architecture Reference Guide v2 : CSA : Technology Solution Services (TSS) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#enterprise-service-platform
Enterprise risk management (ERM),"An effective agency-wide approach to addressing the full spectrum of the organization’s significant risks by understanding the combined impact of risks as an interrelated portfolio, rather than addressing risks only within silos.",https://csrc.nist.gov/glossary/term/enterprise_risk_management,https://cloudsecurityalliance.org/cloud-security-glossary#enterprise-risk-management-erm
Entitlement,An entitlement maps identities to authorizations and any required attributes (e.g. user x is allowed access to resource y when z attributes have designated values). We commonly refer to a map of these entitlements as an entitlement matrix. Entitlements are often encoded as technical policies for distribution and enforcement.,https://downloads.cloudsecurityalliance.org/assets/research/security-guidance/security-guidance-v4-FINAL.pdf?_ga=2.141556790.523273906.1661959123-2107700575.1655484199,https://cloudsecurityalliance.org/cloud-security-glossary#entitlement
Entitlement Review,A process checking appropriate existing user and role authorization access.,Enterprise Architecture Reference Guide v2 : CSA : Security and Risk Management (SRM) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#entitlement-review
Entity,"An entity refers to a unique, identifiable actor in a computer system. In the context of cybersecurity, an entity can be a user, a device, an application, or a system that is identified and authenticated by an IAM system. Entities can have different roles and permissions within the system, and their actions and access to resources are typically logged for auditing and security purposes. An individual (person), organization, device, or process. Used interchangeably with “party”. (Ref: NIST SP 800-102, NIST SP 800-89, NIST SP 800-152, NIST SP 800-175B Rev. 1, NIST SP 800-56B Rev. 2, NIST SP 800-57 Part 1 Rev. 5) A person, device, service, network, domain, manufacturer, or other party who might interact with an IoT device. (Ref: NIST SP 800-213, NISTIR 8259A, NISTIR 8259B)",,https://cloudsecurityalliance.org/cloud-security-glossary#entity
Entropy source,"The combination of a noise source—such as a Quantum Random Number Generator, health tests and an (optional) conditioning component—to produce full-entropy random bits [NIST].","[NIST] M. S. Turan, E. Barker, J. Kelsey, K. A. McKay, M. L. Baish and M. Boyle. Recommendation for the Entropy Sources Used for Random Bit Generation (Second DRAFT). NIST Special Publication 800-90B, 2016.",https://cloudsecurityalliance.org/cloud-security-glossary#entropy-source
Environment Classification,"In a cloud deployment registry, this is used to distinguish between different types of environments, such as development, staging, and production. This classification helps manage and govern each environment based on its specific requirements.",https://csrc.nist.gov/pubs/sp/800/145/final,https://cloudsecurityalliance.org/cloud-security-glossary#environment-classification
Environment ID,"In a cloud deployment registry, a unique identifier to each cloud environment to facilitate tracking and management. This ID should appear in logs and other monitoring tools, providing a precise reference point for each environment.",https://csrc.nist.gov/pubs/sp/800/145/final,https://cloudsecurityalliance.org/cloud-security-glossary#environment-id
